game_title,platform,critic_name,review_text,critic_score,global_metascore
bayonetta 2,wii-u,Metro GameCentral,"A fantastic sequel, whose improvements may be relatively subtle but are more than enough to confirm Bayonetta 2 as one of the greatest action games ever made.",90,91
bayonetta 2,wii-u,Game Informer,"Fluid and satisfying combat remains the centerpiece of the experience. No matter what you do, Bayonetta 2 makes you look and feel awesome while doing it.",90,91
bayonetta 2,wii-u,VideoGamer,"A system seller. It's a Nintendo-published game that is rarely seen, and a game that will legitimately make non-Wii U owners jealous. It's everything I want from a hardcore Nintendo title, offering genre-leading combat and eye-popping visual spectacle.",90,91
bayonetta 2,wii-u,Critical Hit,"Bayonetta 2 is something new blended with something familiar, improved in every way possible. Few other games can top it for sheer audacity and ballsiness, and if this is the last time we’ll ever see the leggy witch, then she’s going out with one hell of a bang.",90,91
bayonetta 2,wii-u,NintendoWorldReport,"One of the best games to ever grace the Wii U. The sequel feels tighter, less obnoxious, and is a blast to play through. While the Wii U GamePad is not used in any significant way, and Tag Climax could have benefited from local co-op, this is the action-packed Bayonetta follow–up that I wanted.",90,91
bayonetta 2,wii-u,Digital Chumps,"Bayonetta 2 expresses a meticulous devotion to excessive elaborateness of style and action. It's a calculated brawler that not only minds its rules with painstaking diligence, but trusts its operator with how to best interpret them. The delicate engineering of merciless destruction has long been Platinum Games' modus operandi, and Bayonetta 2 is the purest and most potent declaration of their intentions.",90,91
bayonetta 2,wii-u,Eurogamer Portugal,"Bayonetta 2 does not have the impact the original and fails to overcome it, but there are valuable additions like the cooperative mode.",90,91
bayonetta 2,wii-u,IGN Italia,"Despite not being as fresh and surprising as the original (which probably remains a better game overall), Bayonetta 2 is a heavenly triumph of excess: not only a sublime action game, but also a true killer application. Simply put, do not miss this one hell of a ride.",90,91
bayonetta 2,wii-u,Nintendo Life,"Bayonetta is is a must buy for any action gaming fans. It's fast, intense and ridiculous, all with an entertaining story and a protagonist that is forever subverting and playing with her audience. It's pure Platinum Games, too, which means it'll likely be adored by its converts and ignored by too many...Brilliant, brash and impossible to ignore.",90,91
bayonetta 2,wii-u,SpazioGames,"Calling it “crazy” is not nearly enough. This game redefines action games, by taking everything to the next level. It's pure adrenaline, and its amazing combat system has yet to be reached. Its only fault lies in the excess of gigantic bosses, where the mechanics don't feel as perfect. If you love the action genre get this game. It's an order.",90,91
bayonetta 2,wii-u,USgamer,"Bayonetta 2 is the high-flying return of everyone's favorite Umbra Witch. Platinum Games pushes to the Wii U to its limit with fast action, magnificent vistas, and huge bosses. The addition of the original Bayonetta just pushes the entire package over the top. If you're a Devil May Cry fan, this is a must-buy.",90,91
bayonetta 2,wii-u,games(TM),"A near-perfect action game, then, and a irrefutable reason to own a Wii U.",90,91
bayonetta 2,wii-u,GameOver.gr,"Sexy, breathtaking, lighting fast, beautiful. If you loved the first one, hurry up and get this one too.",90,91
bayonetta 2,wii-u,The Escapist,"Bayonetta 2 may be nonsensical, tacky, and visually anarchic, but its got some of the finest combat an action game could offer. It's packed with style, looks magnificent, and is as elegant as spectacle fighter as you could hope for.",90,91
bayonetta 2,nintendo-switch,GameSpot,"Its predecessor still stands as one of the finest games of its genre. To have surpassed that with Bayonetta 2, and to have created a game that will be remembered as an absolute classic, is nothing short of astonishing.",100,92
bayonetta 2,nintendo-switch,Gameblog.fr,"Years after its initial release, Bayonetta 2 keeps on delivering. It is still the best beat them all you can play at this time, the most beautiful, the craziest, the most generous. And the fact it's now playable wherever and whenever you want doesn't make it less essential, on the contrary.",100,92
bayonetta 2,nintendo-switch,FNintendo,"Bayonetta 2 on the Nintendo Switch doesn't change the fundamentals: it remains the same exquisite and breathtaking experience as before, delivering an excellent gameplay and insane action, along with the possibility to play this masterpiece anytime. One of the greatest action games of all time justifies its presence once again to all players out there.",100,92
bayonetta 2,nintendo-switch,Switch Player,"Whatever you're playing right now, drop it immediately and buy Bayonetta 2 - this is a game of dizzying quality. Can a port win Game of the Year? Hmm... Food for thought.",100,92
bayonetta 2,nintendo-switch,NintendoWorldReport,"Bayonetta 2 is an absolute masterpiece that should be experienced even if the character action game genre is not normally your cup of tea. It gleams with creativity and polish in absolutely every department. Had you asked me to find issue with the original Wii U release, I would have told you that significant frame rate drops can be an problem. Given the Switch’s correction of this singular issue, I have yet to identify a single thing to take issue with in Bayonetta 2 on Switch. I’ll let you know if one day I find something.",100,92
bayonetta 2,nintendo-switch,Vgames,"Bayonetta 2 is Action video gaming perfected. The game is simply great, with amazing set pieces and a crazy story, but the real highlight of the game is the combat that simply thrives on letting the player figure out the best ways to tackle a fight without holding your hand. With the extra modes and the added bonus of the first game, there is no getting around it – this game is a masterpiece and a must have on the Switch.",100,92
bayonetta 2,nintendo-switch,Nintenderos,"Bayonetta 2 for the Nintendo Switch brings a colossal Hack & Slash experience to a portable console for the first time, which can also be enjoyed at home in the living room. A port of a sublime game that could have had more work done on its graphics and gameplay, but that exceeds expectations.",95,92
bayonetta 2,nintendo-switch,IGN Spain,"Bayonetta 2 is still an essential game despite the time since its launch on Wii U. This version may not provide excessive improvements or novelties, but if you didn't play at the time, you are facing the perfect opportunity to do so.",92,92
bayonetta 2,nintendo-switch,Hobby Consolas,"Bayonetta 2 is one of the best ""hack´n slash"" games you can play in any console. It delivers intense combat, charming characters and non stop fun. On the down side, the Switch version is almost identical to the Wii U release.",92,92
bayonetta 2,nintendo-switch,Vandal,"We would've liked to see Nintendo pushing its own hardware further with this version, but Bayonetta 2 is one of the best hack & slash ever made, and being able to play it anywhere is just the perfect excuse to discover this masterpiece.",92,92
bayonetta 2,nintendo-switch,XGN,"Where Bayonetta 2 for the Wii U left competing titles far behind, the Switch version shatters them completely. Although there isn't a lot of new content, a stable framerate and neat touch controls take the game to a higher level.",90,92
bayonetta 2,nintendo-switch,Nintendo Life,"Despite being a three-plus-year-old port, Bayonetta 2 shines brightest on Nintendo Switch. It runs without a hitch at 60fps, looks incredible in both handheld and tabletop modes and offers an addictive free-flowing combat formula that sprinkles in platforming, light exploration and a ridiculous story to create something that you simply need to experience. If you’ve never played it for before, you’re in for a treat. If you’ve already played it, it’s even more bewitching as a handheld gem.",90,92
bayonetta 2,nintendo-switch,Metro GameCentral,"A fantastic sequel and one of the greatest action games ever made, and now available on a format that people actually own.",90,92
