GPID,GameID,difficulty_easy,difficulty_just_right,difficulty_simple,difficulty_tough,difficulty_unforgiving,play_time_lt_1_hour,play_time_ge_80_hours,play_time_approx_1_hour,play_time_approx_12_hours,play_time_approx_2_hours,play_time_approx_20_hours,play_time_approx_4_hours,play_time_approx_40_hours,play_time_approx_60_hours,play_time_approx_8_hours,completion_beat_it,completion_conquered_it,completion_halfway,completion_played_it,completion_tried_it,difficulty_avg,completion_avg,playtime_avg
132,132,19.57,71.3,1.52,6.74,0.87,1.2,3.6,0.4,21.6,0.4,46.8,0.0,13.2,1.2,11.6,32.39,14.93,16.87,25.37,10.45,1.8652000000000002,2.5883999999999996,21.782000000000004
133,133,15.55,75.84,1.99,6.06,0.56,0.23,11.5,0.23,2.82,0.0,13.15,0.47,50.82,20.19,0.59,39.45,26.9,15.17,13.45,5.04,1.8908000000000005,3.1422999999999996,44.679849999999995
134,134,17.86,75.47,2.64,3.65,0.38,0.9,5.73,0.0,4.12,0.36,17.2,0.9,58.6,10.57,1.61,39.43,29.01,12.67,14.2,4.7,1.8352999999999997,3.1799999999999993,38.4814
135,135,23.24,56.04,5.41,7.03,8.29,0.24,12.26,0.47,31.37,1.89,20.75,7.31,4.95,0.47,20.28,32.78,34.99,6.64,12.62,12.96,1.8669,3.0994,21.941750000000003
136,136,14.66,71.8,1.9,10.13,1.51,0.0,7.6,0.06,11.53,0.13,34.84,0.58,33.68,8.24,3.35,50.06,27.38,5.38,8.95,8.24,1.9508,3.3771,33.14170000000001
137,137,17.57,71.89,1.82,8.2,0.52,0.18,4.85,0.18,14.91,0.09,40.7,0.45,27.85,4.58,6.2,50.78,25.02,8.68,9.95,5.57,1.8932999999999998,3.3608,28.215700000000002
138,138,2.82,23.94,1.41,54.93,16.9,0.0,42.11,2.63,10.53,5.26,5.26,2.63,15.79,7.89,7.89,20.22,10.11,8.99,48.31,12.36,2.6759999999999997,1.9997,47.90835
139,139,22.5,60.0,7.5,10.0,0.0,0.0,0.0,0.0,20.83,8.33,4.17,33.33,0.0,0.0,33.33,30.56,19.44,12.5,19.44,18.06,1.8,2.625,7.4998000000000005
140,140,3.85,61.97,0.0,33.33,0.85,1.26,1.89,0.63,34.59,1.89,23.27,8.81,2.52,1.89,23.27,45.48,30.05,5.32,10.9,8.24,2.3032999999999997,3.319,14.72635
141,141,45.83,33.33,12.5,8.33,0.0,0.0,0.0,0.0,31.58,5.26,15.79,10.53,0.0,5.26,31.58,35.48,32.26,3.23,9.68,19.35,1.4997999999999998,3.0644999999999993,13.156399999999998
142,142,23.11,58.39,7.06,10.95,0.49,0.33,1.96,0.33,38.56,0.33,21.24,4.58,4.9,1.96,25.82,51.78,21.73,7.64,9.17,9.68,1.8126999999999998,3.2817000000000003,15.839549999999997
143,143,3.85,69.23,0.0,19.23,7.69,18.18,0.0,0.0,18.18,18.18,0.0,9.09,0.0,0.0,36.36,21.43,9.52,0.0,50.0,19.05,2.2307,1.9284999999999999,5.9994000000000005
144,144,14.55,65.45,3.64,12.73,3.64,0.0,4.55,4.55,22.73,9.09,18.18,9.09,13.64,9.09,9.09,16.92,6.15,8.46,45.38,23.08,1.982,1.7766000000000002,22.20895
145,145,35.48,57.42,0.65,5.81,0.65,0.0,3.45,0.0,18.39,1.15,37.93,2.3,31.03,0.0,5.75,39.18,10.03,9.72,25.08,15.99,1.7035,2.5735,25.5398
146,146,19.94,70.09,2.85,6.84,0.28,0.43,9.83,0.0,2.14,0.0,6.84,0.85,50.43,28.63,0.85,31.76,30.33,9.22,16.19,12.5,1.8433000000000002,2.9549000000000003,46.945100000000004
147,147,10.79,80.32,2.22,6.03,0.63,0.49,34.31,1.47,0.0,0.0,2.45,0.0,23.53,37.75,0.0,36.43,27.65,12.14,18.35,5.43,1.9362999999999997,3.0438,60.01225
148,148,10.11,78.43,0.9,10.11,0.45,0.0,9.06,0.0,1.01,0.34,8.05,0.0,53.02,27.52,1.01,40.38,21.68,8.93,16.05,12.96,1.9955000000000005,2.9511000000000007,46.7868
149,149,11.8,75.28,3.37,8.43,1.12,0.92,32.11,0.92,0.0,0.0,2.75,0.92,29.36,33.03,0.0,34.53,29.15,13.0,17.49,5.83,1.9438000000000002,3.0404,57.85060000000001
150,150,12.99,76.77,1.18,8.27,0.79,0.0,19.64,0.0,0.6,0.0,5.36,1.19,27.38,45.24,0.6,35.45,29.43,15.38,16.72,3.01,1.9489,3.1001,55.04760000000001
151,151,14.71,65.25,0.85,17.27,1.92,0.33,18.0,0.0,1.67,0.0,15.33,0.33,33.0,30.0,1.33,33.38,22.11,12.57,18.5,13.44,2.0362999999999998,2.7904,48.9893
152,152,17.95,53.85,5.13,15.38,7.69,4.55,4.55,0.0,31.82,4.55,4.55,27.27,0.0,0.0,22.73,28.13,18.75,1.56,35.94,15.63,1.9999,2.4221,11.414100000000001
153,153,10.91,61.82,3.64,21.82,1.82,0.0,50.72,2.9,5.8,0.0,5.8,1.45,14.49,14.49,4.35,44.85,19.12,11.03,22.06,2.94,2.0911,3.0294,57.3425
154,154,14.91,71.93,3.51,7.02,2.63,0.0,3.57,0.0,16.07,7.14,44.64,3.57,5.36,1.79,17.86,21.91,14.34,9.16,29.48,25.1,1.9122999999999999,2.1790000000000003,18.6448
155,155,13.7,70.55,3.42,11.64,0.68,0.0,10.29,0.0,16.18,1.47,35.29,5.88,17.65,2.94,10.29,21.82,13.33,10.91,33.33,20.61,1.9517999999999998,2.1636,27.1434
156,156,14.29,60.32,3.17,15.87,6.35,0.0,20.0,0.0,4.0,0.0,44.0,8.0,12.0,4.0,8.0,16.0,12.0,9.6,33.6,28.8,2.0476,1.936,33.44
157,157,23.81,52.38,9.52,14.29,0.0,6.67,0.0,0.0,13.33,0.0,40.0,6.67,20.0,0.0,13.33,39.47,5.26,2.63,28.95,23.68,1.8096,2.3680999999999996,18.9995
158,158,31.25,59.38,3.13,6.25,0.0,0.0,8.33,4.17,8.33,4.17,25.0,0.0,41.67,0.0,8.33,42.31,21.15,13.46,21.15,1.92,1.7188999999999999,3.0383,30.102249999999998
159,159,2.94,50.98,2.94,39.22,3.92,0.0,6.67,0.0,24.0,4.0,24.0,5.33,16.0,6.67,13.33,33.14,20.93,5.81,21.51,18.6,2.3726,2.6801,24.777599999999996
160,160,8.05,66.95,0.85,23.31,0.85,0.0,8.62,0.0,7.76,1.72,21.55,0.86,43.1,16.38,0.0,24.88,10.15,11.13,28.31,25.53,2.1528000000000005,2.1622,39.273999999999994
161,161,67.07,25.15,4.19,2.99,0.6,0.7,2.82,0.0,19.01,4.93,26.76,9.15,15.49,7.04,14.08,27.24,48.37,4.47,9.76,10.16,1.3233000000000001,3.3129999999999997,21.9072
162,162,39.66,46.55,10.34,1.72,1.72,0.0,0.0,2.13,34.04,2.13,23.4,17.02,4.26,0.0,17.02,43.52,37.96,2.78,6.48,9.26,1.5341999999999998,3.4722000000000004,12.56445
163,163,6.06,24.24,3.03,57.58,9.09,7.14,0.0,0.0,14.29,0.0,14.29,7.14,50.0,7.14,0.0,11.59,11.59,7.25,27.54,42.03,2.5757999999999996,1.7679,29.213800000000003
164,164,46.4,28.38,20.27,4.5,0.45,2.78,0.56,7.22,3.89,30.56,0.0,47.22,0.56,0.0,7.22,30.43,43.99,4.35,8.44,12.79,1.3828,3.2761,4.2802999999999995
165,165,20.0,56.67,3.33,16.67,3.33,4.76,4.76,0.0,14.29,4.76,23.81,19.05,4.76,0.0,23.81,32.81,20.31,1.56,28.13,17.19,1.9667000000000001,2.6092,14.998400000000002
166,166,10.26,64.1,7.69,15.38,2.56,4.17,4.17,8.33,25.0,0.0,8.33,12.5,8.33,0.0,29.17,30.0,22.22,4.44,20.0,23.33,1.9996999999999998,2.6108999999999996,14.250950000000003
167,167,6.25,46.88,0.0,21.88,25.0,0.0,0.0,5.56,16.67,5.56,0.0,44.44,0.0,0.0,27.78,41.82,14.55,3.64,20.0,20.0,2.4065,2.7276,6.1394
168,168,11.43,75.56,0.67,11.21,1.12,0.3,5.71,0.0,16.82,0.0,32.13,1.2,32.73,6.01,5.11,45.05,31.86,4.12,9.59,9.38,2.0021,3.3484999999999996,30.1702
169,169,10.71,71.79,1.43,15.71,0.36,0.47,8.53,0.0,9.95,0.0,23.22,0.47,48.82,7.11,1.42,42.2,29.94,6.37,11.31,10.19,2.0393000000000003,3.228,36.59310000000001
170,170,20.0,52.86,15.71,10.0,1.43,2.38,4.76,0.0,19.05,4.76,23.81,4.76,21.43,4.76,14.29,38.1,11.31,7.14,20.83,22.62,1.7572,2.5537,23.736600000000003
171,171,21.15,66.35,3.37,7.21,1.92,0.71,1.43,0.0,24.29,4.29,24.29,15.71,2.86,0.0,26.43,30.05,34.72,9.07,16.32,9.84,1.8460999999999999,3.0337999999999994,12.896500000000001
172,172,17.59,61.93,3.61,14.94,1.93,0.0,6.73,0.48,14.9,0.96,29.33,2.4,36.54,4.81,3.85,25.49,10.75,11.94,28.96,22.86,1.9566999999999999,2.2066,30.9656
173,173,18.67,70.67,0.0,9.33,1.33,4.26,2.13,8.51,31.91,4.26,21.28,8.51,6.38,0.0,12.77,33.07,30.71,4.72,19.69,11.81,1.9199000000000002,2.9606,13.873550000000002
174,174,3.09,20.62,0.0,59.79,16.49,0.0,21.43,0.0,3.57,0.0,14.29,1.79,21.43,35.71,1.79,24.45,5.24,8.73,25.33,36.24,2.7316999999999996,1.9779000000000002,50.6432
175,175,4.24,51.24,1.41,39.58,3.53,0.52,29.17,0.0,0.52,1.04,5.21,0.0,22.4,40.63,0.52,32.51,21.21,9.6,17.8,18.89,2.3746,2.7077,57.846000000000004
176,176,5.12,61.55,0.66,31.19,1.49,0.25,24.5,0.25,0.5,0.5,1.98,0.25,23.51,48.27,0.0,37.51,16.88,12.38,17.48,15.75,2.2691999999999997,2.7555,58.445750000000004
177,177,18.92,65.77,2.7,10.81,1.8,0.0,2.74,0.0,36.99,1.37,16.44,9.59,4.11,0.0,28.77,36.49,29.86,6.16,11.85,15.64,1.9098999999999997,3.0521000000000003,14.275400000000001
178,178,6.41,76.23,0.51,16.07,0.78,0.0,3.43,0.1,23.57,0.05,45.58,0.83,17.17,2.81,6.45,48.79,27.92,5.49,9.11,8.69,2.0993,3.3562,23.7931
179,179,4.79,73.49,0.59,20.26,0.88,0.15,5.31,0.05,18.48,0.1,38.23,0.87,26.29,4.95,5.56,57.0,19.28,7.8,11.38,4.55,2.1578,3.3665000000000003,28.080949999999998
180,180,7.34,78.37,1.38,11.92,0.99,0.85,6.18,0.08,4.25,0.31,20.62,0.62,56.99,9.42,0.69,48.32,25.82,10.86,11.87,3.13,2.0419,3.3327999999999998,38.1211
181,181,7.83,76.62,1.01,13.42,1.12,0.0,4.31,0.32,21.21,0.0,47.69,1.44,17.86,2.87,4.31,56.4,17.73,8.06,13.4,4.41,2.0570000000000004,3.3045,24.801199999999998
182,182,13.08,70.0,3.85,10.0,3.08,0.0,4.0,0.0,38.67,2.67,33.33,4.0,5.33,0.0,12.0,36.95,13.79,16.75,22.17,10.34,1.9617000000000002,2.6897,17.8118
183,183,3.7,11.11,0.0,25.93,59.26,0.0,14.29,0.0,9.52,9.52,14.29,14.29,23.81,0.0,14.29,32.0,18.0,2.0,28.0,20.0,2.8149,2.52,26.8616
184,184,13.04,53.62,4.35,23.19,5.8,0.0,4.76,0.0,54.76,2.38,21.43,2.38,9.52,0.0,4.76,41.35,22.12,7.69,18.27,10.58,2.116,2.9811,18.9968
185,185,11.69,54.55,0.0,28.57,5.19,0.0,2.38,0.0,26.19,0.0,28.57,9.52,11.9,2.38,19.05,30.37,21.48,11.85,21.48,14.81,2.2207,2.6738999999999997,18.8536
186,186,4.19,40.84,1.57,51.31,2.09,0.0,6.61,0.0,14.05,0.83,40.5,4.13,9.09,15.7,9.09,26.34,17.65,10.23,23.27,22.51,2.4764,2.422,29.038999999999998
187,187,9.45,55.91,0.79,29.92,3.94,0.0,7.5,1.25,15.0,1.25,41.25,0.0,15.0,3.75,15.0,27.79,16.31,8.16,23.87,23.87,2.2363999999999997,2.4046,25.53125
188,188,9.64,59.04,0.0,25.3,6.02,6.25,3.13,6.25,34.38,6.25,21.88,6.25,9.38,0.0,6.25,24.73,9.68,6.99,28.49,30.11,2.2168,2.1022,15.72635
189,189,1.06,78.72,0.0,19.15,1.06,1.72,24.14,0.0,8.62,0.0,6.9,1.72,20.69,25.86,10.34,46.72,9.02,6.56,29.51,8.2,2.1913,2.7379,46.43160000000001
190,190,7.44,77.69,1.24,11.98,1.65,0.75,21.8,0.0,11.28,0.75,17.29,6.77,27.82,7.52,6.02,28.94,18.98,6.25,32.87,12.96,2.0495,2.5000999999999998,38.6665
191,191,6.35,75.79,1.19,15.08,1.59,1.28,39.74,0.64,11.54,0.64,10.9,1.92,16.03,10.26,7.05,25.76,21.18,3.82,36.07,13.17,2.0913000000000004,2.4463999999999997,48.59440000000001
192,192,7.77,73.79,1.94,14.56,1.94,1.72,32.76,0.0,12.07,3.45,12.07,0.0,13.79,20.69,3.45,20.88,16.48,2.56,38.83,21.25,2.0679000000000003,2.1464,48.3626
193,193,13.33,54.44,0.0,26.67,5.56,0.0,15.79,0.0,23.68,0.0,21.05,2.63,23.68,2.63,10.53,23.42,6.06,6.89,31.13,32.51,2.189,1.9534,31.6812
194,194,9.23,59.72,1.86,27.33,1.86,0.45,16.72,0.3,15.97,1.34,13.43,12.84,6.72,2.24,30.0,45.0,14.89,13.48,20.5,6.13,2.181,2.9314999999999998,24.9568
195,195,9.82,74.27,2.6,12.53,0.79,0.52,32.52,0.35,11.3,0.0,14.96,4.7,19.65,4.87,11.13,42.94,21.17,11.82,20.15,3.91,2.0092,3.0414,42.23135
196,196,12.75,71.57,0.98,12.75,1.96,1.61,29.03,0.0,12.9,0.0,12.9,6.45,22.58,8.06,6.45,27.4,18.75,3.85,37.5,12.5,2.01,2.423,42.01010000000001
197,197,12.21,72.07,1.17,13.38,1.17,0.37,7.43,0.0,23.79,0.0,23.05,4.46,9.29,2.97,28.62,39.81,13.08,3.37,20.55,23.19,2.0116999999999994,2.6204,21.3785
198,198,8.51,72.87,1.28,16.85,0.48,0.23,13.95,0.23,20.23,0.7,17.91,4.42,15.35,3.02,23.95,42.56,17.1,5.64,18.11,16.59,2.0752,2.8462,27.231849999999998
199,199,3.45,31.03,0.0,55.17,10.34,0.0,0.0,7.14,0.0,0.0,35.71,0.0,28.57,14.29,14.29,21.43,5.71,22.86,18.57,31.43,2.6203999999999996,2.0428,28.322900000000004
200,200,9.09,63.64,0.0,24.24,3.03,0.0,7.69,0.0,38.46,0.0,7.69,7.69,7.69,0.0,30.77,23.78,13.99,7.69,21.68,32.87,2.1818,2.2101,18.1504
201,201,2.5,52.5,0.0,40.0,5.0,0.0,12.5,0.0,12.5,0.0,37.5,12.5,18.75,0.0,6.25,28.35,9.45,7.09,22.05,33.07,2.425,2.205,27.5
202,202,2.72,31.12,0.51,60.2,5.44,0.26,3.87,0.0,25.26,0.26,36.86,0.52,18.69,3.99,10.31,46.51,15.14,8.68,14.1,15.57,2.6239000000000003,2.9363,24.222600000000003
203,203,1.53,36.8,1.14,54.72,5.82,0.85,7.07,0.14,19.94,0.14,26.03,0.28,30.41,6.65,8.49,59.54,11.7,7.54,15.55,5.66,2.5789,3.2125,30.111200000000004
204,204,7.23,87.95,1.2,3.61,0.0,0.0,1.89,3.77,9.43,0.0,64.15,0.0,16.98,0.0,3.77,33.33,29.46,6.98,14.73,15.5,1.9516,2.9534999999999996,22.586049999999997
205,205,15.71,52.86,1.43,25.71,4.29,0.0,6.67,0.0,26.67,0.0,26.67,2.22,11.11,0.0,26.67,40.0,17.39,9.57,20.0,13.04,2.1286,2.8174,20.536800000000003
206,206,44.44,27.78,16.67,5.56,5.56,20.0,0.0,10.0,20.0,0.0,10.0,0.0,10.0,0.0,30.0,21.62,13.51,2.7,32.43,29.73,1.5003,2.0808,11.05
207,207,14.09,55.91,3.64,23.64,2.73,0.0,6.25,1.56,18.75,0.0,26.56,10.94,11.72,4.69,19.53,44.43,11.83,5.64,17.61,20.5,2.0866,2.7443,22.071800000000003
208,208,17.9,67.28,6.79,6.79,1.23,0.0,19.75,0.0,8.64,4.94,12.35,18.52,20.99,7.41,7.41,32.0,14.67,17.33,28.44,7.56,1.8331,2.5734000000000004,33.581199999999995
209,209,16.67,54.76,9.52,14.29,4.76,0.0,27.27,0.0,13.64,0.0,13.64,4.55,18.18,13.64,9.09,21.25,16.25,11.25,35.0,16.25,1.9286,2.2375,42.54599999999999
210,210,27.5,45.0,17.5,10.0,0.0,0.0,3.45,0.0,31.03,0.0,17.24,10.34,0.0,3.45,34.48,37.74,24.53,7.55,16.98,13.21,1.65,2.9437000000000006,15.173599999999999
211,211,17.95,43.59,0.0,30.77,7.69,0.0,0.0,0.0,6.67,0.0,26.67,26.67,0.0,0.0,40.0,15.66,12.05,16.87,28.92,26.51,2.2051,2.0001000000000007,10.401200000000001
212,212,13.77,74.85,1.2,9.28,0.9,0.0,2.97,0.5,28.71,0.0,52.48,2.48,4.46,0.99,7.43,34.02,25.32,8.82,16.88,14.96,1.9520999999999997,2.8684000000000003,19.3913
213,213,49.55,30.83,17.38,1.79,0.45,0.0,1.17,0.15,46.12,0.59,35.14,1.17,4.39,0.88,10.4,61.39,19.83,5.74,8.35,4.7,1.3531,3.4941000000000004,16.67375
214,214,14.1,65.2,7.49,12.33,0.88,1.92,3.85,7.69,23.08,8.65,12.5,15.38,4.81,0.96,21.15,27.21,9.71,6.93,35.7,20.45,1.9162000000000001,2.1769,13.38745
215,215,23.15,59.26,8.33,9.26,0.0,0.0,4.26,12.77,29.79,8.51,12.77,8.51,6.38,0.0,17.02,24.01,7.17,8.6,35.13,25.09,1.7778,2.0214,14.024849999999999
216,216,41.18,26.47,17.65,11.76,2.94,0.0,5.26,5.26,52.63,0.0,26.32,0.0,5.26,5.26,0.0,28.07,14.04,10.53,24.56,22.81,1.5587,2.3687,21.0739
217,217,10.61,59.47,0.38,27.65,1.89,0.0,3.17,0.0,18.25,0.79,40.48,3.97,24.6,0.0,8.73,29.76,9.61,18.85,23.84,17.93,2.1854999999999998,2.3695000000000004,23.535
218,218,8.29,77.42,0.92,12.44,0.92,0.0,2.65,0.66,53.64,0.0,14.57,0.66,2.65,0.0,25.17,59.29,7.67,7.37,15.04,10.62,2.0412999999999997,3.0824000000000003,14.574100000000003
219,219,44.83,17.24,32.76,3.45,1.72,2.33,0.0,0.0,20.93,4.65,6.98,20.93,6.98,0.0,37.21,49.4,20.48,3.61,10.84,15.66,1.2757999999999998,3.1324,10.6299
220,220,46.97,27.27,18.18,6.06,1.52,0.0,21.95,0.0,9.76,0.0,26.83,2.44,31.71,2.44,4.88,39.39,24.24,7.07,22.22,7.07,1.4243000000000001,2.9794999999999994,38.733200000000004
221,221,7.0,71.41,0.84,19.92,0.84,0.07,2.4,0.07,24.95,0.07,46.09,0.63,15.57,2.11,8.03,46.88,26.11,4.22,10.79,12.0,2.1294000000000004,3.2319000000000004,22.29605
222,222,8.25,71.67,1.32,17.81,0.96,0.12,2.31,0.24,26.25,0.36,44.35,1.46,14.22,1.46,9.23,50.17,17.94,6.66,11.37,13.87,2.0921999999999996,3.11,21.238400000000002
223,223,12.13,77.69,1.63,8.23,0.31,0.23,0.77,0.15,35.71,0.08,47.2,0.84,7.36,1.76,5.9,63.45,20.85,5.67,6.57,3.47,1.9476,3.5858000000000003,18.85145
224,224,5.13,25.64,0.0,58.97,10.26,0.0,31.58,0.0,15.79,0.0,5.26,5.26,21.05,15.79,5.26,35.29,9.8,17.65,25.49,11.76,2.641,2.5291,46.736
225,225,1.81,26.64,0.56,27.77,43.23,0.0,51.37,0.14,12.81,0.14,16.26,1.87,6.04,1.01,10.36,28.82,44.79,6.97,12.29,7.13,2.6864999999999997,3.278,49.814299999999996
226,226,11.76,70.59,5.88,11.76,0.0,0.0,0.0,0.0,16.67,8.33,25.0,33.33,8.33,0.0,8.33,30.43,30.43,0.0,21.74,17.39,1.9409999999999998,2.8257000000000003,12.498600000000001
227,227,7.73,60.31,0.52,26.29,5.15,1.41,16.9,0.0,4.23,1.41,19.72,0.0,43.66,11.27,1.41,19.86,11.29,17.83,35.67,15.35,2.2319,2.1127999999999996,42.3527
228,228,7.19,74.1,3.6,13.67,1.44,0.0,8.93,0.0,14.29,0.0,23.21,0.0,37.5,10.71,5.36,23.1,13.52,13.8,32.11,17.46,2.0431999999999997,2.2365,35.3556
229,229,17.65,58.82,8.82,13.24,1.47,2.04,0.0,0.0,30.61,0.0,8.16,14.29,2.04,2.04,40.82,44.02,11.96,3.35,14.35,26.32,1.8823999999999999,2.7129000000000003,11.2028
230,230,4.26,27.66,2.13,21.28,44.68,0.0,37.14,2.86,28.57,2.86,5.71,5.71,2.86,2.86,11.43,30.49,30.49,3.66,23.17,12.2,2.5959000000000003,2.8661000000000003,38.3567
231,231,10.71,57.14,0.0,21.43,10.71,0.0,0.0,0.0,44.83,3.45,13.79,0.0,6.9,0.0,31.03,30.0,12.22,8.89,34.44,14.44,2.2141,2.3554,13.448999999999998
232,232,22.37,64.47,2.63,9.21,1.32,0.0,22.22,0.0,14.81,0.0,18.52,0.0,22.22,11.11,11.11,20.59,9.66,13.03,28.57,28.15,1.8553,2.0378,39.699999999999996
233,233,22.37,64.47,2.63,9.21,1.32,0.0,22.22,0.0,14.81,0.0,18.52,0.0,22.22,11.11,11.11,20.59,9.66,13.03,28.57,28.15,1.8553,2.0378,39.699999999999996
234,234,3.64,54.82,0.86,35.97,4.71,2.98,12.58,3.31,15.23,1.99,24.83,3.97,21.19,3.97,9.93,34.24,17.29,5.21,22.42,20.84,2.3618,2.5980000000000003,28.754949999999997
235,235,2.33,69.48,1.74,23.26,3.2,0.92,20.64,0.92,8.72,1.83,14.68,3.21,37.16,9.63,2.29,48.85,17.56,7.63,24.43,1.53,2.2241000000000004,3.0686,41.498400000000004
236,236,2.15,75.27,2.15,18.28,2.15,5.36,32.14,5.36,3.57,0.0,12.5,1.79,16.07,19.64,3.57,40.0,20.95,9.52,26.67,2.86,2.1612999999999998,2.9237000000000006,47.290000000000006
237,237,2.69,46.7,0.98,44.01,5.62,1.11,16.24,2.58,13.65,1.85,23.25,5.17,23.62,4.43,8.12,44.19,14.69,6.26,18.77,16.09,2.4596000000000005,2.8289999999999997,32.3034
238,238,2.01,58.39,1.01,34.9,3.69,1.57,18.32,3.66,15.18,1.57,15.18,3.66,25.65,7.85,7.33,42.62,16.71,9.93,23.24,7.51,2.3557,2.8793,35.2818
239,239,5.37,53.02,0.67,36.24,4.7,1.09,10.87,8.7,17.39,1.09,17.39,4.35,27.17,7.61,4.35,35.62,15.88,12.88,21.03,14.59,2.349,2.6738,30.293000000000006
240,240,12.5,45.0,5.0,20.0,17.5,0.0,0.0,0.0,12.0,4.0,32.0,12.0,16.0,8.0,16.0,33.33,11.67,6.67,21.67,26.67,2.2,2.4168000000000003,20.88
241,241,6.67,30.0,0.0,55.0,8.33,0.0,5.41,0.0,5.41,2.7,35.14,2.7,29.73,5.41,13.51,30.25,11.76,10.08,28.57,19.33,2.5666,2.3609999999999998,28.386
242,242,11.27,64.22,3.92,17.65,2.94,1.48,5.19,0.74,16.3,4.44,22.22,11.11,15.56,1.48,21.48,36.42,29.47,3.79,15.16,15.16,2.054,3.0146,19.934099999999997
243,243,34.01,43.54,10.88,8.84,2.72,3.16,5.26,2.11,16.84,3.16,17.89,11.58,12.63,4.21,23.16,34.9,29.36,5.26,14.4,16.07,1.6665,2.9802999999999997,19.80615
244,244,19.89,57.56,3.71,15.92,2.92,0.0,14.35,0.43,13.48,3.04,20.0,10.87,22.61,5.65,9.57,44.43,13.77,10.82,14.92,16.07,1.9524,2.8543000000000003,30.79495
245,245,15.71,68.57,3.33,11.43,0.95,0.0,2.72,1.36,28.57,5.44,20.41,10.88,10.2,4.76,15.65,38.37,33.91,3.49,12.98,11.24,1.9332,3.2032000000000007,18.4252
246,246,17.31,61.54,3.85,13.46,3.85,0.0,6.9,0.0,17.24,3.45,31.03,10.34,20.69,3.45,6.9,20.95,20.0,9.52,20.95,28.57,1.9616999999999998,2.3236,25.1754
247,247,7.14,31.25,0.89,53.57,7.14,0.0,8.89,0.0,17.78,2.22,48.89,4.44,8.89,2.22,6.67,19.49,10.17,13.14,33.47,23.73,2.5266,2.0212,24.6672
248,248,24.24,54.55,6.06,9.09,6.06,0.0,0.0,0.0,30.0,10.0,30.0,20.0,0.0,0.0,10.0,17.92,12.26,14.15,24.53,31.13,1.8485000000000003,2.0468,11.4
249,249,17.14,60.0,8.57,11.43,2.86,0.0,0.0,0.0,18.75,12.5,50.0,6.25,6.25,0.0,6.25,31.03,13.79,9.48,23.28,22.41,1.8858,2.4393000000000002,15.75
250,250,13.37,68.81,1.98,13.86,1.98,0.81,0.81,0.0,27.42,0.0,47.58,2.42,9.68,3.23,8.06,38.42,32.32,6.36,14.25,8.65,2.0049,3.1858000000000004,20.0141
251,251,0.0,22.73,0.0,61.36,15.91,5.0,0.0,0.0,35.0,0.0,25.0,0.0,15.0,0.0,20.0,28.57,7.69,17.58,23.08,23.08,2.7727,2.2636000000000003,16.85
252,252,0.77,9.59,0.86,62.09,26.69,0.66,35.81,0.25,1.18,0.16,4.9,0.44,22.08,33.97,0.55,31.53,32.46,12.21,20.37,3.42,2.8715,3.0417,59.05625
253,253,15.09,62.26,1.89,18.87,1.89,1.03,1.03,0.0,45.36,0.0,13.4,8.25,2.06,1.03,27.84,36.0,25.54,7.08,15.38,16.0,2.0377999999999994,2.917,12.956700000000001
254,254,13.49,64.29,2.38,15.87,3.97,0.0,1.35,0.0,45.95,0.0,24.32,4.05,4.05,1.35,18.92,35.77,26.54,5.77,16.15,15.77,2.0397,2.927,15.563600000000001
255,255,12.88,70.45,0.76,12.88,3.03,3.37,8.99,6.74,15.73,6.74,30.34,8.99,5.62,3.37,10.11,37.41,30.22,2.16,16.19,14.03,2.0227,3.0505999999999993,20.788200000000003
256,256,7.58,75.76,2.27,12.12,2.27,3.66,7.32,2.44,20.73,7.32,28.05,6.1,15.85,2.44,6.1,40.08,27.24,4.28,17.12,11.28,2.0454000000000003,3.0624000000000002,22.684800000000006
257,257,7.14,77.27,0.65,13.64,1.3,4.81,7.69,4.81,20.19,6.73,17.31,10.58,9.62,11.54,6.73,34.88,33.55,2.33,17.94,11.3,2.0715,3.0762,23.97715
258,258,15.0,50.0,5.0,25.0,5.0,0.0,7.14,0.0,35.71,0.0,42.86,0.0,7.14,0.0,7.14,43.24,13.51,2.7,21.62,18.92,2.1,2.7294,21.996399999999998
259,259,19.65,66.53,2.03,10.84,0.95,0.26,26.39,0.79,0.53,0.0,5.54,0.26,26.39,39.58,0.26,25.58,12.76,10.9,28.41,22.35,1.9010999999999998,2.2592,56.62535
260,260,20.0,49.33,1.33,28.0,1.33,0.0,2.13,2.13,14.89,2.13,42.55,0.0,29.79,6.38,0.0,19.59,14.95,6.7,22.68,36.08,2.0798,2.1032,27.798050000000003
261,261,5.51,62.99,1.57,25.2,4.72,1.82,10.91,0.0,16.36,0.0,34.55,5.45,12.73,5.45,12.73,23.57,7.41,17.85,27.95,23.23,2.2281999999999997,2.108,27.2178
262,262,17.07,60.98,0.0,12.2,9.76,0.0,5.26,5.26,47.37,5.26,10.53,10.53,0.0,5.26,10.53,17.44,8.14,5.81,41.86,26.74,2.0491,1.8254000000000001,16.549499999999995
263,263,4.57,72.0,0.57,22.29,0.57,0.0,6.86,0.0,15.69,0.0,43.14,1.96,20.59,0.0,11.76,30.91,17.66,11.17,21.3,18.96,2.1772,2.5688,25.254
